identifier;title;author;source_date;publication_date;source;type
1992_Sadurski-Wojciech_Granice-wolnosci;Granice wolności słowa w społeczeństwie liberalnym;Wojciech Sadurski;1992;1992;Racje liberała : Eseje o państwie liberalno-demokratycznym https://polona.pl/item/racje-liberala-eseje-o-panstwie-liberalno-demokratycznym,MTQyMTI5OTQ1/7/#info:metadata;scientific
1992_Sadurski-Wojciech_Konstytucja;Konstytucja, demokracja i populizm ;Wojciech Sadurski;1992;1992;Racje liberała : Eseje o państwie liberalno-demokratycznym https://polona.pl/item/racje-liberala-eseje-o-panstwie-liberalno-demokratycznym,MTQyMTI5OTQ1/7/#info:metadata;scientific
1992_Sadurski-Wojciech_Liberalizm;Liberalizm a neutralność moralna państwa;Wojciech Sadurski;1992;1992;Racje liberała : Eseje o państwie liberalno-demokratycznym https://polona.pl/item/racje-liberala-eseje-o-panstwie-liberalno-demokratycznym,MTQyMTI5OTQ1/7/#info:metadata;scientific
1992_Sadurski-Wojciech_Panstwo-a-religia;Państwo a religia: neutralność światopoglądowa państwa;Wojciech Sadurski;1992;1992;Racje liberała : Eseje o państwie liberalno-demokratycznym https://polona.pl/item/racje-liberala-eseje-o-panstwie-liberalno-demokratycznym,MTQyMTI5OTQ1/7/#info:metadata;scientific
1992_Sadurski-Wojciech_Paternalizm;Paternalizm: uszczęśliwianie na siłę;Wojciech Sadurski;1992;1992;Racje liberała : Eseje o państwie liberalno-demokratycznym https://polona.pl/item/racje-liberala-eseje-o-panstwie-liberalno-demokratycznym,MTQyMTI5OTQ1/7/#info:metadata;scientific
1992_Sadurski-Wojciech_Prawo-do-prywatnosci;Prawo do prywatności;Wojciech Sadurski;1992;1992;Racje liberała : Eseje o państwie liberalno-demokratycznym https://polona.pl/item/racje-liberala-eseje-o-panstwie-liberalno-demokratycznym,MTQyMTI5OTQ1/7/#info:metadata;scientific
1992_Skarga-Barbara_Filozofia-roznicy;Filozofia różnicy;Barbara Skarga;1997;1992;Tożsamość i różnica. Eseje metafizyczne https://chomikuj.pl/rutkowska-j/EBooki/PARANAUKA/To*c5*bcsamo*c5*9b*c4*87+i+r*c3*b3*c5*bcnica+Eseje+metafizyczne,5215578899.txt;scientific
1992_Strozewski-Wladyslaw_O-idei-uniwersytetu;O idei uniwersytetu;Władysław Stróżewski;2003;1992;Heck;scientific
1992_Szymutko-Stefan_Symbolizm;Symbolizm, egocentryzm, historia (Lustro Wacława Iwaniuka);Stefan Szymutko;2013;1992;Po co literatura jeszcze jest?  Pisma rozproszone   https://www.sbc.org.pl/dlibra/show-content/publication/edition/374345?id=374356;scientific
1993_Grodzinski-Eugeniusz_Dwa-eseje;Dwa eseje z logiki pragmatycznej;Eugeniusz Grodziński;1993;1993;https://pf.uw.edu.pl/images/NUMERY_PDF/006/PF_1993-R2_204_Grodzinski-E_dwa.pdf;scientific
1993_Kolakowski-Leszek_Laik;Laik nad Katechzimem;Leszek Kołakowski;2009;1993; Czy Pan Bóg jest szczęśliwy i inne pytania  https://docer.pl/doc/18xecx;scientific
1993_Kolakowski-Leszek_W-piekle;W piekle bez zmian (informacja własna);Leszek Kołakowski;2009;1993; Czy Pan Bóg jest szczęśliwy i inne pytania  https://docer.pl/doc/18xecx;scientific
1994_Kolakowski-Leszek_Diabel-klamie;Diabeł kłamie również, kiedy mowi prawdę;Leszek Kołakowski;2009;1994; Czy Pan Bóg jest szczęśliwy i inne pytania  https://docer.pl/doc/18xecx;scientific
1994_Kolakowski-Leszek_Po-co-uniwersytet;Po co uniwersytet?;Leszek Kołakowski;2009;1994; Czy Pan Bóg jest szczęśliwy i inne pytania  https://docer.pl/doc/18xecx;scientific
1994_Kolakowski-Leszek_Prawda-i-wolnosc;Prawda i wolność, co pierwsze?;Leszek Kołakowski;2009;1994; Czy Pan Bóg jest szczęśliwy i inne pytania  https://docer.pl/doc/18xecx;scientific
1995_Kolakowski-Leszek_Nasza-sprawa;Nasza sprawa wieczna z Jezusem;Leszek Kołakowski;2009;1995; Czy Pan Bóg jest szczęśliwy i inne pytania  https://docer.pl/doc/18xecx;scientific
1998_Kolakowski-Leszek_Fides;Fides and ratio. Mała uwaga o wielkiej encyklice;Leszek Kołakowski;2009;1998; Czy Pan Bóg jest szczęśliwy i inne pytania  https://docer.pl/doc/18xecx;scientific
1999_Kolakowski-Leszek_Coz-tam-panie;Cóż tam, panie, w bibliotece?;Leszek Kołakowski;2009;1999; Czy Pan Bóg jest szczęśliwy i inne pytania  https://docer.pl/doc/18xecx;scientific
1999_Kolakowski-Leszek_Dlaczego-cielec;Dlaczego cielec? Bałwochwalstwo w obliczu śmierci Boga;Leszek Kołakowski;2009;1999; Czy Pan Bóg jest szczęśliwy i inne pytania  https://docer.pl/doc/18xecx;scientific
1999_Kolakowski-Leszek_Glos-wielu;Głos wielu wód;Leszek Kołakowski;2009;1999; Czy Pan Bóg jest szczęśliwy i inne pytania  https://docer.pl/doc/18xecx;scientific
1999_Kolakowski-Leszek_Stare-prawdy;Stare prawdy i krokodyl;Leszek Kołakowski;2009;1999; Czy Pan Bóg jest szczęśliwy i inne pytania  https://docer.pl/doc/18xecx;scientific
1999_Szymutko-Stefan_Lechon;Lechoń o pogrzebie Słowackiego;Stefan Szymutko;2013;1999;Po co literatura jeszcze jest?  Pisma rozproszone   https://www.sbc.org.pl/dlibra/show-content/publication/edition/374345?id=374355;scientific
1999_Tokarska-Bakir-Joanna_Zydzi;Żydzi u Kolberga;Joanna Tokarska-Bakir;2004;1999;Rzeczy mgliste. Eseje i studia https://www.academia.edu/38656991/Rzeczy_mgliste_Eseje_i_studia;scientific
1993_Skarga-Barbara_Racja-i-bycie;Racja i bycie;Barbara Skarga;1997;1993;Tożsamość i różnica. Eseje metafizyczne https://chomikuj.pl/rutkowska-j/EBooki/PARANAUKA/To*c5*bcsamo*c5*9b*c4*87+i+r*c3*b3*c5*bcnica+Eseje+metafizyczne,5215578899.txt;scientific
1993_Skarga-Barbara_Tozsamosc-pojecia;Tożsamość pojęcia czy tożsamość bycia. Z lektury Damaskiosa;Barbara Skarga;1997;1993;Tożsamość i różnica. Eseje metafizyczne https://chomikuj.pl/rutkowska-j/EBooki/PARANAUKA/To*c5*bcsamo*c5*9b*c4*87+i+r*c3*b3*c5*bcnica+Eseje+metafizyczne,5215578899.txt;scientific
1993_Tischner-Jozef_Chrzescijanstwo;Chrześcijaństwo w postkomunistycznej pustce;Józef Tischner;2003;1993;Heck;scientific
1995_Kwiek-Marek_Wloczegostwo;Włóczęgostwo filozoficzne. Esej o Zygmuncie Baumanie;Marek Kwiek;1995;1995;https://repozytorium.amu.edu.pl/bitstream/10593/10057/1/KWIEK_wloczegostwo_filozoficzne.pdf;scientific
1995_Salij-Jacek_Madrosc-i-glupota;Mądrość i głupota;Jacek Salij;2003;1995;Heck;scientific
1995_Szymutko-Stefan_Czytanie;Czytanie Parnickiego (na przykładzie Słowa i ciała);Stefan Szymutko;2013;1995;Po co literatura jeszcze jest?  Pisma rozproszone   https://www.sbc.org.pl/dlibra/show-content/publication/edition/374345?id=374345;scientific
1996_Kolakowski-Leszek_Dziwne-przygody;Dziwne przygody pana Kartezjusza czterystulatka;Leszek Kołakowski;2009;1996; Czy Pan Bóg jest szczęśliwy i inne pytania  https://docer.pl/doc/18xecx;scientific
1996_Kolakowski-Leszek_Nasz-relatywny;Nasz relatywny relatywizm;Leszek Kołakowski;2009;1996; Czy Pan Bóg jest szczęśliwy i inne pytania  https://docer.pl/doc/18xecx;scientific
1996_Szymutko-Stefan_Parnicki;Parnicki – ostatni pisarz bytu;Stefan Szymutko;2013;1996;Po co literatura jeszcze jest?  Pisma rozproszone   https://www.sbc.org.pl/dlibra/show-content/publication/edition/374345?id=374346;scientific
1997_Kolakowski-Leszek_Pochwala;Pochwała kosmopolityzmu;Leszek Kołakowski;2009;1997; Czy Pan Bóg jest szczęśliwy i inne pytania  https://docer.pl/doc/18xecx;scientific
1997_Skarga-Barbara_Tozsamosc-czy-roznica;Tożsamość czy różnica;Barbara Skarga;1997;1997;Tożsamość i różnica. Eseje metafizyczne https://chomikuj.pl/rutkowska-j/EBooki/PARANAUKA/To*c5*bcsamo*c5*9b*c4*87+i+r*c3*b3*c5*bcnica+Eseje+metafizyczne,5215578899.txt;scientific
1997_Skarga-Barbara_Tozsamosc-ja;Tożsamość ja;Barbara Skarga;1997;1997;Tożsamość i różnica. Eseje metafizyczne https://chomikuj.pl/rutkowska-j/EBooki/PARANAUKA/To*c5*bcsamo*c5*9b*c4*87+i+r*c3*b3*c5*bcnica+Eseje+metafizyczne,5215578899.txt;scientific
1997_Skarga-Barbara_W-drodze;W drodze;Barbara Skarga;2003;1997;Heck;scientific
1997_Wolicka-Elzbieta_Pod-urokiem-idei;Pod urokiem idei wolności;Elżbieta Wolicka;2003;1997;Heck;scientific
1992_Wodzinski-Cezary_I-coz-po-filozofie;I cóż po filozofie w czasie marnym;Cezary Wodziński;2003;1992;Heck;scientific
1997_Lisicki-Pawel_Pokusa-autentycznosci;Pokusa autentyczności ;Paweł Lisicki;2003;1997;Heck;scientific
2000_Kolakowski-Leszek_Czy-moze;Czy może Europa zaistnieć?;Leszek Kołakowski;2009;2000; Czy Pan Bóg jest szczęśliwy i inne pytania  https://docer.pl/doc/18xecx;scientific
2000_Kolakowski-Leszek_Zapiski;Zapiski podczłowieka z żółtą łatą;Leszek Kołakowski;2009;2000; Czy Pan Bóg jest szczęśliwy i inne pytania  https://docer.pl/doc/18xecx;scientific
2000_Szymutko-Stefan_Teodor-Parnicki;Teodor Parnicki w Mysłowicach i Katowicach;Stefan Szymutko;2013;2000;Po co literatura jeszcze jest?  Pisma rozproszone   https://www.sbc.org.pl/dlibra/show-content/publication/edition/374345?id=374347;scientific
2001_Kolakowski-Leszek_Jestze-dla-prawdy;Jestże dla Prawdy przyszłość jaka?;Leszek Kołakowski;2009;2001; Czy Pan Bóg jest szczęśliwy i inne pytania  https://docer.pl/doc/18xecx;scientific
2001_Kolakowski-Leszek_O-prawie;O prawie naturalnym;Leszek Kołakowski;2009;2001; Czy Pan Bóg jest szczęśliwy i inne pytania  https://docer.pl/doc/18xecx;scientific
2001_Tokarska-Bakir-Joanna_Nadmiar-pamieci;Nadmiar pamięci czyli o pożytkach z czytania baśni;Joanna Tokarska-Bakir;2004;2001;Rzeczy mgliste. Eseje i studia https://www.academia.edu/38656991/Rzeczy_mgliste_Eseje_i_studia;scientific
2001_Tokarska-Bakir-Joanna_Nasz-czlowiek;Nasz człowiek w Pieczyskach;Joanna Tokarska-Bakir;2004;2001;Rzeczy mgliste. Eseje i studia https://www.academia.edu/38656991/Rzeczy_mgliste_Eseje_i_studia;scientific
2001_Tokarska-Bakir-Joanna_Obsesja;Obsesja niewinności;Joanna Tokarska-Bakir;2004;2001;Rzeczy mgliste. Eseje i studia https://www.academia.edu/38656991/Rzeczy_mgliste_Eseje_i_studia;scientific
2001_Tokarska-Bakir-Joanna_Osobna-pamiec;Osobna pamięć Polaków;Joanna Tokarska-Bakir;2004;2001;Rzeczy mgliste. Eseje i studia https://www.academia.edu/38656991/Rzeczy_mgliste_Eseje_i_studia;scientific
2001_Tokarska-Bakir-Joanna_Uciszanie;Uciszanie płaczek;Joanna Tokarska-Bakir;2004;2001;Rzeczy mgliste. Eseje i studia https://www.academia.edu/38656991/Rzeczy_mgliste_Eseje_i_studia;scientific
2001_Tokarska-Bakir-Joanna_Wieszanie;"""Wieszanie Judasza"" czyli tematy żydowskie dzisiaj";Joanna Tokarska-Bakir;2004;2001;Rzeczy mgliste. Eseje i studia https://www.academia.edu/38656991/Rzeczy_mgliste_Eseje_i_studia;scientific
2002_Kolakowski-Leszek_Leibniz;Leibniz i Hich. Metafizyka zła i doświadczenie zła;Leszek Kołakowski;2009;2002; Czy Pan Bóg jest szczęśliwy i inne pytania  https://docer.pl/doc/18xecx;scientific
2002_Kolakowski-Leszek_Niepokoj;Niepokój wieku naszego;Leszek Kołakowski;2009;2002; Czy Pan Bóg jest szczęśliwy i inne pytania  https://docer.pl/doc/18xecx;scientific
2002_Kolakowski-Leszek_Uwaga-o-modernizmie;Uwaga o modernizmie;Leszek Kołakowski;2009;2002; Czy Pan Bóg jest szczęśliwy i inne pytania  https://docer.pl/doc/18xecx;scientific
2002_Kolakowski-Leszek_Wiara;Wiara dobra, niewiara dobra;Leszek Kołakowski;2009;2002; Czy Pan Bóg jest szczęśliwy i inne pytania  https://docer.pl/doc/18xecx;scientific
2002_Kolakowski-Leszek_Zaproszenie;Zaproszenie od Pana Boga na biesiadę. Dialog XVII-wieczny;Leszek Kołakowski;2009;2002; Czy Pan Bóg jest szczęśliwy i inne pytania  https://docer.pl/doc/18xecx;scientific
2002_Kula-Marcin_Niemota;Niemota ubezwłasnowolnionych;Marcin Kula;2002;2002;https://bibliotekanauki.pl/articles/478378;scientific
2003_Kolakowski-Leszek_O-rozumie;O rozumie i innych rzeczach;Leszek Kołakowski;2009;2003; Czy Pan Bóg jest szczęśliwy i inne pytania  https://docer.pl/doc/18xecx;scientific
2003_Kolakowski-Leszek_Po-co-nam;Po co nam prawa człowieka;Leszek Kołakowski;2009;2003; Czy Pan Bóg jest szczęśliwy i inne pytania  https://docer.pl/doc/18xecx;scientific
2003_Tokarska-Bakir-Joanna_Dla-Idy;Dla Idy Fink;Joanna Tokarska-Bakir;2004;2003;Rzeczy mgliste. Eseje i studia https://www.academia.edu/38656991/Rzeczy_mgliste_Eseje_i_studia;scientific
2003_Tokarska-Bakir-Joanna_Historia;Historia jako fetysz;Joanna Tokarska-Bakir;2004;2003;Rzeczy mgliste. Eseje i studia https://www.academia.edu/38656991/Rzeczy_mgliste_Eseje_i_studia;scientific
2003_Tokarska-Bakir-Joanna_O-czyms;O czymś, co zginęło i szuka imienia;Joanna Tokarska-Bakir;2004;2003;Rzeczy mgliste. Eseje i studia https://www.academia.edu/38656991/Rzeczy_mgliste_Eseje_i_studia;scientific
2003_Tokarska-Bakir-Joanna_Reczy-mgliste;"""Rzeczy mgliste""";Joanna Tokarska-Bakir;2004;2003;Rzeczy mgliste. Eseje i studia https://www.academia.edu/38656991/Rzeczy_mgliste_Eseje_i_studia;scientific
2003_Tokarska-Bakir-Joanna_Skandalista;Skandalista Henryk Grynberg;Joanna Tokarska-Bakir;2004;2003;Rzeczy mgliste. Eseje i studia https://www.academia.edu/38656991/Rzeczy_mgliste_Eseje_i_studia;scientific
2004_Kolakowski-Leszek_Kompletna;Kompletna i krótka metafizyka. Innej nie będzie. Innej nie będzie;Leszek Kołakowski;2009;2004; Czy Pan Bóg jest szczęśliwy i inne pytania  https://docer.pl/doc/18xecx;scientific
2004_Tokarska-Bakir-Joanna_Topos-ruin;Topos ruin. Zbawcze narracje w najnowszej historii Niemców, Żydów i Polaków;Joanna Tokarska-Bakir;2004;2004;Rzeczy mgliste. Eseje i studia https://www.academia.edu/38656991/Rzeczy_mgliste_Eseje_i_studia;scientific
2004_Tokarska-Bakir-Joanna_Wy-z-Jedwabnego;Wy z Jedwabnego;Joanna Tokarska-Bakir;2004;2004;Rzeczy mgliste. Eseje i studia https://www.academia.edu/38656991/Rzeczy_mgliste_Eseje_i_studia;scientific
2005_Golaszewska-Maria_Dialektyka-piekna;Dialektyka piękna;Maria Gołaszewska;2005;2005;Estetyka możliwości. Eseje filozoficzne https://ruj.uj.edu.pl/xmlui/bitstream/handle/item/279599/golaszewska_estetyka_mozliwosci_2005.pdf?sequence=1&isAllowed=y;scientific
2005_Golaszewska-Maria_Estetyczne-przezycie;Estetyczne przeżycie ogrodu;Maria Gołaszewska;2005;2005;Estetyka możliwości. Eseje filozoficzne https://ruj.uj.edu.pl/xmlui/bitstream/handle/item/279599/golaszewska_estetyka_mozliwosci_2005.pdf?sequence=1&isAllowed=y;scientific
2005_Golaszewska-Maria_Estetyka;Estetyka możliwości;Maria Gołaszewska;2005;2005;Estetyka możliwości. Eseje filozoficzne https://ruj.uj.edu.pl/xmlui/bitstream/handle/item/279599/golaszewska_estetyka_mozliwosci_2005.pdf?sequence=1&isAllowed=y;scientific
2005_Golaszewska-Maria_Estetyka-implicite;Estetyka iplicite - estetyka eksplikacji;Maria Gołaszewska;2005;2005;Estetyka możliwości. Eseje filozoficzne https://ruj.uj.edu.pl/xmlui/bitstream/handle/item/279599/golaszewska_estetyka_mozliwosci_2005.pdf?sequence=1&isAllowed=y;scientific
2005_Golaszewska-Maria_Faust;Faust polski w oczach estetyka;Maria Gołaszewska;2005;2005;Estetyka możliwości. Eseje filozoficzne https://ruj.uj.edu.pl/xmlui/bitstream/handle/item/279599/golaszewska_estetyka_mozliwosci_2005.pdf?sequence=1&isAllowed=y;scientific
2005_Golaszewska-Maria_Metaestetyka;Metaestetyka;Maria Gołaszewska;2005;2005;Estetyka możliwości. Eseje filozoficzne https://ruj.uj.edu.pl/xmlui/bitstream/handle/item/279599/golaszewska_estetyka_mozliwosci_2005.pdf?sequence=1&isAllowed=y;scientific
2005_Kolakowski-Leszek_Ludzie-sa;Ludzie są dobrzy;Leszek Kołakowski;2009;2005; Czy Pan Bóg jest szczęśliwy i inne pytania  https://docer.pl/doc/18xecx;scientific
2005_Maliszewski-Krzysztof_Pedagogiczny;Pedagogiczny efekt pogranicza;Krzysztof Maliszewski;2015;2005;"Pedagogika na pograniczu światów: eseje z cyklu ""Medium Mundi""  https://www.sbc.org.pl/dlibra/publication/408962/edition/384306/content";scientific
2005_Szymutko-Stefan_Gdzie-sie-podzial;Gdzie się podział Karol? Między jednostkowym i społecznym;Stefan Szymutko;2013;2005;Po co literatura jeszcze jest?  Pisma rozproszone   https://www.sbc.org.pl/dlibra/show-content/publication/edition/374345?id=374359;scientific
2005_Szymutko-Stefan_Zaczyn;Zaczyn;Stefan Szymutko;2013;2005;Po co literatura jeszcze jest?  Pisma rozproszone   https://www.sbc.org.pl/dlibra/show-content/publication/edition/374345?id=374358;scientific
2006_Kolakowski-Leszek_Charyzmatyczny;Charyzmatyczny przywódca, charyzmatyczny nauczyciel;Leszek Kołakowski;2009;2006; Czy Pan Bóg jest szczęśliwy i inne pytania  https://docer.pl/doc/18xecx;scientific
2006_Maliszewski-Krzysztof_Kamien;Kamień, perła, błękitne tygrysy. Szkic o wychowaniu i etyce wyrzeczenia;Krzysztof Maliszewski;2015;2006;"Pedagogika na pograniczu światów: eseje z cyklu ""Medium Mundi""  https://www.sbc.org.pl/dlibra/publication/408962/edition/384306/content";scientific
2007_Kolakowski-Leszek_O-szczesciu;O szczęściu. Czy Pan Bóg jest szczęśliwy?;Leszek Kołakowski;2009;2007; Czy Pan Bóg jest szczęśliwy i inne pytania  https://docer.pl/doc/18xecx;scientific
2007_Liberkowski-Ryszard_O-fakcie;O fakcie wyobraźni, czyli jak możemy podejść do problemu, nie przechodząc mimo;Ryszard Liberkowski;2009;2007;Fenomen wyobrażeń eseje 1https://repozytorium.amu.edu.pl/bitstream/10593/3963/1/Fenomen%20wyobra%c5%bce%c5%84_Ryszard%20Liberkowski.pdf;scientific
2007_Maliszewski-Krzysztof_Mistrz;Mistrz i nadzieja;Krzysztof Maliszewski;2015;2007;"Pedagogika na pograniczu światów: eseje z cyklu ""Medium Mundi""  https://www.sbc.org.pl/dlibra/publication/408962/edition/384306/content";scientific
2007_Szymutko-Stefan_Po-co-literatura;"Po co literatura jeszcze jest? Na motywach książek Janusza
Sławińskiego Przypadki poezji i Miejsce interpretacji";Stefan Szymutko;2013;2007;Po co literatura jeszcze jest?  Pisma rozproszone   https://www.sbc.org.pl/dlibra/show-content/publication/edition/374345?id=374352;scientific
2008_Kolakowski-Leszek_Krotka-uwaga;Krótka uwaga o tak zwanym dialogu między religiami i o wiecznym milczeniu języka wiary;Leszek Kołakowski;2009;2008; Czy Pan Bóg jest szczęśliwy i inne pytania  https://docer.pl/doc/18xecx;scientific
2008_Kolakowski-Leszek_Troska;Troska o Boga w pozornie bezbożnej epoce;Leszek Kołakowski;2009;2008; Czy Pan Bóg jest szczęśliwy i inne pytania  https://docer.pl/doc/18xecx;scientific
2008_Maliszewski-Krzysztof_Pedagogicznie;Pedagogicznie mieszka człowiek;Krzysztof Maliszewski;2015;2008;"Pedagogika na pograniczu światów: eseje z cyklu ""Medium Mundi""  https://www.sbc.org.pl/dlibra/publication/408962/edition/384306/content";scientific
2008_Ołtarzewska-Marzena_Esej-o-gejszach;Esej o gejszach;Marzena Ołtarzewska;2008;2008;http://cejsh.icm.edu.pl/cejsh/element/bwmeta1.element.cejsh-e163ce38-d5c2-44e0-a5bc-58b309dfd93a?q=da0e96ce-c702-4c64-b946-f17c4f6d4f1f$8&qt=IN_PAGE;scientific
2008_Szymutko-Stefan_For-ever;Teodor Parnicki for ever;Stefan Szymutko;2013;2008;Po co literatura jeszcze jest?  Pisma rozproszone   https://www.sbc.org.pl/dlibra/show-content/publication/edition/374345?id=374348;scientific
2008_Szymutko-Stefan_Na-czym;Na czym utknąłem? Pokaz bezradnej lektury Słowa i ciała;Stefan Szymutko;2013;2008;Po co literatura jeszcze jest?  Pisma rozproszone   https://www.sbc.org.pl/dlibra/show-content/publication/edition/374345?id=374351;scientific
2008_Szymutko-Stefan_Poezja;Poezja i nic;Stefan Szymutko;2013;2008;Po co literatura jeszcze jest?  Pisma rozproszone   https://www.sbc.org.pl/dlibra/show-content/publication/edition/374345?id=374357;scientific
2009_Liberkowski-Ryszard_Archetypy;Archetypy indywidualnej wyobraźni;Ryszard Liberkowski;2009;2009;Fenomen wyobrażeń eseje 1https://repozytorium.amu.edu.pl/bitstream/10593/3963/1/Fenomen%20wyobra%c5%bce%c5%84_Ryszard%20Liberkowski.pdf;scientific
2009_Liberkowski-Ryszard_Bezposredniosc;Bezpośredniość i autentyczność wiary. Transcendentalność doświadczenia religijnego;Ryszard Liberkowski;2009;2009;Fenomen wyobrażeń eseje 1https://repozytorium.amu.edu.pl/bitstream/10593/3963/1/Fenomen%20wyobra%c5%bce%c5%84_Ryszard%20Liberkowski.pdf;scientific
2009_Liberkowski-Ryszard_Czas-jazni;Czas jaźni;Ryszard Liberkowski;2009;2009;Fenomen wyobrażeń eseje 1https://repozytorium.amu.edu.pl/bitstream/10593/3963/1/Fenomen%20wyobra%c5%bce%c5%84_Ryszard%20Liberkowski.pdf;scientific
2009_Liberkowski-Ryszard_Czy-swiadomosc;Czy świadomość ma granice?;Ryszard Liberkowski;2009;2009;Fenomen wyobrażeń eseje 1https://repozytorium.amu.edu.pl/bitstream/10593/3963/1/Fenomen%20wyobra%c5%bce%c5%84_Ryszard%20Liberkowski.pdf;scientific
2009_Liberkowski-Ryszard_Czy-tylko;Czy tylko umysł?;Ryszard Liberkowski;2009;2009;Fenomen wyobrażeń eseje 1https://repozytorium.amu.edu.pl/bitstream/10593/3963/1/Fenomen%20wyobra%c5%bce%c5%84_Ryszard%20Liberkowski.pdf;scientific
2009_Liberkowski-Ryszard_Ego-swiadomosc;Ego, świadomość, jaźń. Ku źródłom tego, co wyobrażone, myślane i rzeczywiste;Ryszard Liberkowski;2009;2009;Fenomen wyobrażeń eseje 1https://repozytorium.amu.edu.pl/bitstream/10593/3963/1/Fenomen%20wyobra%c5%bce%c5%84_Ryszard%20Liberkowski.pdf;scientific
2009_Liberkowski-Ryszard_Ekspansywnosc;Ekspansywność oddzielonego ego;Ryszard Liberkowski;2009;2009;Fenomen wyobrażeń eseje 1https://repozytorium.amu.edu.pl/bitstream/10593/3963/1/Fenomen%20wyobra%c5%bce%c5%84_Ryszard%20Liberkowski.pdf;scientific
2009_Liberkowski-Ryszard_Ewoluujaca;Ewoluująca świadomość;Ryszard Liberkowski;2009;2009;Fenomen wyobrażeń eseje 1https://repozytorium.amu.edu.pl/bitstream/10593/3963/1/Fenomen%20wyobra%c5%bce%c5%84_Ryszard%20Liberkowski.pdf;scientific
2009_Liberkowski-Ryszard_Intuicja-poznawcza;Intuicja poznawcza;Ryszard Liberkowski;2009;2009;Fenomen wyobrażeń eseje 1https://repozytorium.amu.edu.pl/bitstream/10593/3963/1/Fenomen%20wyobra%c5%bce%c5%84_Ryszard%20Liberkowski.pdf;scientific
2009_Liberkowski-Ryszard_Mozliwosc-przemiany;Możliwość przemiany sytuacji obserwatora na sytuację uczestnika;Ryszard Liberkowski;2009;2009;Fenomen wyobrażeń eseje 1https://repozytorium.amu.edu.pl/bitstream/10593/3963/1/Fenomen%20wyobra%c5%bce%c5%84_Ryszard%20Liberkowski.pdf;scientific
2009_Liberkowski-Ryszard_Na-tle-nieskonczonosci;Na tle nieskończoności (jaźni). Umysł i psyche jako przedmioty transcendentalne;Ryszard Liberkowski;2009;2009;Fenomen wyobrażeń eseje 1https://repozytorium.amu.edu.pl/bitstream/10593/3963/1/Fenomen%20wyobra%c5%bce%c5%84_Ryszard%20Liberkowski.pdf;scientific
2009_Liberkowski-Ryszard_Od-poszukiwania;"Od poszukiwania wewnętrznej „prawdy” do przestrzeni jaźni. Poziom psychologiczny a
poziom transcendentalny";Ryszard Liberkowski;2009;2009;Fenomen wyobrażeń eseje 1https://repozytorium.amu.edu.pl/bitstream/10593/3963/1/Fenomen%20wyobra%c5%bce%c5%84_Ryszard%20Liberkowski.pdf;scientific
2009_Liberkowski-Ryszard_Poza-ego;Poza ego;Ryszard Liberkowski;2009;2009;Fenomen wyobrażeń eseje 1https://repozytorium.amu.edu.pl/bitstream/10593/3963/1/Fenomen%20wyobra%c5%bce%c5%84_Ryszard%20Liberkowski.pdf;scientific
2009_Liberkowski-Ryszard_Przestrzen-czasu;Przestrzeń czasu- czas przestrzeni;Ryszard Liberkowski;2009;2009;Fenomen wyobrażeń eseje 1https://repozytorium.amu.edu.pl/bitstream/10593/3963/1/Fenomen%20wyobra%c5%bce%c5%84_Ryszard%20Liberkowski.pdf;scientific
2009_Liberkowski-Ryszard_Rozumienie;Rozumienie;Ryszard Liberkowski;2009;2009;Fenomen wyobrażeń eseje 1https://repozytorium.amu.edu.pl/bitstream/10593/3963/1/Fenomen%20wyobra%c5%bce%c5%84_Ryszard%20Liberkowski.pdf;scientific
2009_Liberkowski-Ryszard_Sens-czasu;Sens czasu subiektywnego a wieczność;Ryszard Liberkowski;2009;2009;Fenomen wyobrażeń eseje 1https://repozytorium.amu.edu.pl/bitstream/10593/3963/1/Fenomen%20wyobra%c5%bce%c5%84_Ryszard%20Liberkowski.pdf;scientific
2009_Liberkowski-Ryszard_Wszechswiat;Wszechświat ma czas na wszystko;Ryszard Liberkowski;2009;2009;Fenomen wyobrażeń eseje 1https://repozytorium.amu.edu.pl/bitstream/10593/3963/1/Fenomen%20wyobra%c5%bce%c5%84_Ryszard%20Liberkowski.pdf;scientific
2009_Liberkowski-Ryszard_Wyobrazalna;Wyobrażalna przestrzeń jaźni;Ryszard Liberkowski;2009;2009;Fenomen wyobrażeń eseje 1https://repozytorium.amu.edu.pl/bitstream/10593/3963/1/Fenomen%20wyobra%c5%bce%c5%84_Ryszard%20Liberkowski.pdf;scientific
2009_Liberkowski-Ryszard_Wyobrazniowa;Wyobraźniowa imago dei;Ryszard Liberkowski;2009;2009;Fenomen wyobrażeń eseje 1https://repozytorium.amu.edu.pl/bitstream/10593/3963/1/Fenomen%20wyobra%c5%bce%c5%84_Ryszard%20Liberkowski.pdf;scientific
2009_Maliszewski-Krzysztof_Dotkniecie;Dotknięcie pedagogiczne — nauczyciel jako wydarzenie;Krzysztof Maliszewski;2015;2009;"Pedagogika na pograniczu światów: eseje z cyklu ""Medium Mundi""  https://www.sbc.org.pl/dlibra/publication/408962/edition/384306/content";scientific
2009_Szymutko-Stefan_O-dziennikach;O dziennikach Teodora Parnickiego;Stefan Szymutko;2013;2009;Po co literatura jeszcze jest?  Pisma rozproszone   https://www.sbc.org.pl/dlibra/show-content/publication/edition/374345?id=374349;scientific
