identifier;title;author;source_date;publication_date;source;type
1958_Stempowski-Jerzy_Klopoty;Kłopoty recenzenta muzycznego;Jerzy Stempowski;2005;1958;Eseje dla Kassandry;literary
1958_Stempowski-Jerzy_New-look;New look;Jerzy Stempowski;2005;1958;Eseje dla Kassandry;literary
1959_Stempowski-Jerzy_Po-powodzi;Po powodzi;Jerzy Stempowski;2005;1959;Eseje dla Kassandry;literary
1962_Jastrun-Mieczyslaw_Podobny-do-Bogow;Podobny do bogów;Mieczysław Jastrun;1973;1962;Eseje: Historia Fausta, Mit śródziemnomorski, Wolność wyboru https://polona.pl/item/eseje,MTMzMjI0OTQ4/6/#info:metadata - ;literary
1962_Jastrun-Mieczyslaw_Labirynt;Labirynt;Mieczysław Jastrun;1973;1962;Eseje: Historia Fausta, Mit śródziemnomorski, Wolność wyboru https://polona.pl/item/eseje,MTMzMjI0OTQ4/6/#info:metadata - ;literary
1962_Jastrun-Mieczyslaw_Czemu-sie-tak-trudzisz;Czemu się tak trudzisz, Leonardo?;Mieczysław Jastrun;1973;1962;Eseje: Historia Fausta, Mit śródziemnomorski, Wolność wyboru https://polona.pl/item/eseje,MTMzMjI0OTQ4/6/#info:metadata - ;literary
1962_Jastrun-Mieczyslaw_Ucieczka-Lwa-Tolstoja;Ucieczka Lwa Tołstoja;Mieczysław Jastrun;1973;1962;Eseje: Historia Fausta, Mit śródziemnomorski, Wolność wyboru https://polona.pl/item/eseje,MTMzMjI0OTQ4/6/#info:metadata - ;literary
1962_Jastrun-Mieczyslaw_Zludzenia-rzeczywistosci;Złudzenia rzeczywistości i rzeczywistość złudzeń ;Mieczysław Jastrun;1973;1962;Eseje: Historia Fausta, Mit śródziemnomorski, Wolność wyboru https://polona.pl/item/eseje,MTMzMjI0OTQ4/6/#info:metadata - ;literary
1962_Jastrun-Mieczyslaw_Odoratus;Odoratus impedit;Mieczysław Jastrun;1973;1962;Eseje: Historia Fausta, Mit śródziemnomorski, Wolność wyboru https://polona.pl/item/eseje,MTMzMjI0OTQ4/6/#info:metadata - ;literary
1962_Jastrun-Mieczyslaw_Eros;Eros;Mieczysław Jastrun;1973;1962;Eseje: Historia Fausta, Mit śródziemnomorski, Wolność wyboru https://polona.pl/item/eseje,MTMzMjI0OTQ4/6/#info:metadata - ;literary
1962_Jastrun-Mieczyslaw_Nienawisc;Nienawiść;Mieczysław Jastrun;1973;1962;Eseje: Historia Fausta, Mit śródziemnomorski, Wolność wyboru https://polona.pl/item/eseje,MTMzMjI0OTQ4/6/#info:metadata - ;literary
1962_Jastrun-Mieczyslaw_Odejscie-diabla;Odejście diabła;Mieczysław Jastrun;1973;1962;Eseje: Historia Fausta, Mit śródziemnomorski, Wolność wyboru https://polona.pl/item/eseje,MTMzMjI0OTQ4/6/#info:metadata - ;literary
1962_Jastrun-Mieczyslaw_Heine;Heine zamordowany;Mieczysław Jastrun;1973;1962;Eseje: Historia Fausta, Mit śródziemnomorski, Wolność wyboru https://polona.pl/item/eseje,MTMzMjI0OTQ4/6/#info:metadata - ;literary
1962_Jastrun-Mieczyslaw_Ereb;Ereb Wergilego;Mieczysław Jastrun;1973;1962;Eseje: Historia Fausta, Mit śródziemnomorski, Wolność wyboru https://polona.pl/item/eseje,MTMzMjI0OTQ4/6/#info:metadata - ;literary
1962_Jastrun-Mieczyslaw_Metamorfozy;Metamorfozy czasu;Mieczysław Jastrun;1973;1962;Eseje: Historia Fausta, Mit śródziemnomorski, Wolność wyboru https://polona.pl/item/eseje,MTMzMjI0OTQ4/6/#info:metadata - ;literary
1962_Jastrun-Mieczyslaw_Chmura;Chmura nad Sródziemnomorzem;Mieczysław Jastrun;1973;1962;Eseje: Historia Fausta, Mit śródziemnomorski, Wolność wyboru https://polona.pl/item/eseje,MTMzMjI0OTQ4/6/#info:metadata - ;literary
1962_Jastrun-Mieczyslaw_Klucz;Klucz od przepaści;Mieczysław Jastrun;1973;1962;Eseje: Historia Fausta, Mit śródziemnomorski, Wolność wyboru https://polona.pl/item/eseje,MTMzMjI0OTQ4/6/#info:metadata - ;literary
1969_Jastrun-Mieczyslaw_Wolnosc;Wolność wyboru;Mieczysław Jastrun;1973;1969;Eseje: Historia Fausta, Mit śródziemnomorski, Wolność wyboru https://polona.pl/item/eseje,MTMzMjI0OTQ4/6/#info:metadata - ;literary
1969_Jastrun-Mieczyslaw_Dramat;Dramat niewoli;Mieczysław Jastrun;1973;1969;Eseje: Historia Fausta, Mit śródziemnomorski, Wolność wyboru https://polona.pl/item/eseje,MTMzMjI0OTQ4/6/#info:metadata - ;literary
1969_Jastrun-Mieczyslaw_Pianie;Pianie koguta;Mieczysław Jastrun;1973;1969;Eseje: Historia Fausta, Mit śródziemnomorski, Wolność wyboru https://polona.pl/item/eseje,MTMzMjI0OTQ4/6/#info:metadata - ;literary
1969_Jastrun-Mieczyslaw_Kniaznin;Kniaźnin;Mieczysław Jastrun;1973;1969;Eseje: Historia Fausta, Mit śródziemnomorski, Wolność wyboru https://polona.pl/item/eseje,MTMzMjI0OTQ4/6/#info:metadata - ;literary
1969_Jastrun-Mieczyslaw_Jan-Potocki;Jan Potocki;Mieczysław Jastrun;1973;1969;Eseje: Historia Fausta, Mit śródziemnomorski, Wolność wyboru https://polona.pl/item/eseje,MTMzMjI0OTQ4/6/#info:metadata - ;literary
1969_Jastrun-Mieczyslaw_Polski-Maro;Polski Maro z Jasińskiego duszą;Mieczysław Jastrun;1973;1969;Eseje: Historia Fausta, Mit śródziemnomorski, Wolność wyboru https://polona.pl/item/eseje,MTMzMjI0OTQ4/6/#info:metadata - ;literary
1969_Jastrun-Mieczyslaw_Potem-jasnosc;Potem jasność dniowa;Mieczysław Jastrun;1973;1969;Eseje: Historia Fausta, Mit śródziemnomorski, Wolność wyboru https://polona.pl/item/eseje,MTMzMjI0OTQ4/6/#info:metadata - ;literary
1969_Jastrun-Mieczyslaw_Emigracja;Emigracja i zaścianek;Mieczysław Jastrun;1973;1969;Eseje: Historia Fausta, Mit śródziemnomorski, Wolność wyboru https://polona.pl/item/eseje,MTMzMjI0OTQ4/6/#info:metadata - ;literary
1969_Jastrun-Mieczyslaw_Syn-szlachecki;Syn szlachecki;Mieczysław Jastrun;1973;1969;Eseje: Historia Fausta, Mit śródziemnomorski, Wolność wyboru https://polona.pl/item/eseje,MTMzMjI0OTQ4/6/#info:metadata - ;literary
1969_Jastrun-Mieczyslaw_Witkacy;Witkacy;Mieczysław Jastrun;1973;1969;Eseje: Historia Fausta, Mit śródziemnomorski, Wolność wyboru https://polona.pl/item/eseje,MTMzMjI0OTQ4/6/#info:metadata - ;literary
1969_Jastrun-Mieczyslaw_Pamieci-Karola;Pamięci Karola Hillera;Mieczysław Jastrun;1973;1969;Eseje: Historia Fausta, Mit śródziemnomorski, Wolność wyboru https://polona.pl/item/eseje,MTMzMjI0OTQ4/6/#info:metadata - ;literary
1969_Jastrun-Mieczyslaw_Sztuka-i-wyzwolenie;Sztuka i wyzwolenie;Mieczysław Jastrun;1973;1969;Eseje: Historia Fausta, Mit śródziemnomorski, Wolność wyboru https://polona.pl/item/eseje,MTMzMjI0OTQ4/6/#info:metadata - ;literary
1966_Herbert-Zbigniew_Proba-opisania;Próba opisania krajobrazu greckiego;Zbigniew Herbert;2000;1966;Labirynt nad morzem https://polona.pl/item/labirynt-nad-morzem,MTMwNDEzNjQ3/2/#info:metadata;literary
1969_Herbert-Zbigniew_Akropol;Akropol;Zbigniew Herbert;2000;1969;Labirynt nad morzem https://polona.pl/item/labirynt-nad-morzem,MTMwNDEzNjQ3/2/#info:metadata;literary
1965_Herbert-Zbigniew_O-Etruskach;O Etruskach;Zbigniew Herbert;2000;1965;Labirynt nad morzem https://polona.pl/item/labirynt-nad-morzem,MTMwNDEzNjQ3/2/#info:metadata;literary
1960_Jasienica-Pawel_Mysli;Myśli o dawnej Polsce [fragment];Paweł Jasienica;2017;1960;Polski esej literacki. Antologia;literary
1965_Wazyk-Adam_Abecadlo;Abecadło Rimbauda (Lekcja samogłosek);Adam Ważyk;2017;1965;Polski esej literacki. Antologia;literary
1969_Milosz-Czeslaw_O-moim-zamiarze;O moim zamiarze;Czesław Miłosz;2000;1969;Eseje, wybór i posłowie M. Zaleski;literary
1969_Milosz-Czeslaw_Ja-i-oni;„Ja i oni”;Czesław Miłosz;2000;1969;Eseje, wybór i posłowie M. Zaleski;literary
1969_Milosz-Czeslaw_Co-jest-moje;Co jest moje?;Czesław Miłosz;2000;1969;Eseje, wybór i posłowie M. Zaleski;literary
1969_Milosz-Czeslaw_Rozdzial-w-ktorym;Rozdział, w którym autor przyznaje się, że jest po stronie ludzi, z braku czegoś lepszego;Czesław Miłosz;2000;1969;Eseje, wybór i posłowie M. Zaleski;literary
1961_Hostowiec-Pawel_Esej-dla-Kassandry;Esej dla Kassandry;Paweł Hostowiec [Jerzy Stempowski];2003;1961;Heck;literary
1960_Bobkowski-Andrzej_Biografia-wielkiego;Biografia wielkiego Kosmopolaka;Andrzej Bobkowski;2003;1960;Heck;literary
1965_Lukasiewicz-Jacek_Zagloba;Zagłoba w piekle;Jacek Łukasiewicz;2003;1965;Heck;literary
1963_Wittlin-Jozef_Blaski;Blaski i nędze wygnania;Józef Wittlin;2003;1963;Heck;literary
1963_Wat-Aleksander_Klucz;Klucz i hak (fragmenty);Aleksander Wat;2003;1963;Heck;literary
1965_Herling-Grudzinski_Kafka-w-Rosji;Kafka w Rosji ;Gustaw Herling-Grudziński;2003;1965;Heck;literary
1966_Herling-Grudzinski_Kafka-wraca;Kafka wraca do Pragi;Gustaw Herling-Grudziński;2003;1966;Heck;literary
1969_Milosz-Czeslaw_Sienkiewicz;Sienkiewicz, Homer i Gnębon Puczymorda;Czesław Miłosz;2000;1969;Eseje, wybór i posłowie M. Zaleski;literary
1969_Milosz-Czeslaw_Podzwonne;Podzwonne;Czesław Miłosz;2000;1969;Eseje, wybór i posłowie M. Zaleski;literary
1973_Jastrun-Mieczyslaw_Przestrzen-i-czas;Przestrzeń i czas poezji;Mieczysław Jastrun;1973;1973;Walka o słowo https://polona.pl/item/walka-o-slowo,MTMyMDY3ODQ5/4/#info:metadata;literary
1973_Jastrun-Mieczyslaw_O-przekladzie;O przekładzie jako o sztuce słowa;Mieczysław Jastrun;1973;1973;Walka o słowo https://polona.pl/item/walka-o-slowo,MTMyMDY3ODQ5/4/#info:metadata;literary
1973_Jastrun-Mieczyslaw_Zycie-dla-ksiegi;Życie dla księgi;Mieczysław Jastrun;1973;1973;Walka o słowo https://polona.pl/item/walka-o-slowo,MTMyMDY3ODQ5/4/#info:metadata;literary
1973_Jastrun-Mieczyslaw_O-duchu-czasu;O duchu czasu;Mieczysław Jastrun;1973;1973;Walka o słowo https://polona.pl/item/walka-o-slowo,MTMyMDY3ODQ5/4/#info:metadata;literary
1973_Jastrun-Mieczyslaw_Historia-Fausta;Historia Fausta;Mieczysław Jastrun;1973;1973;Eseje: Historia Fausta, Mit śródziemnomorski, Wolność wyboru https://polona.pl/item/eseje,MTMzMjI0OTQ4/6/#info:metadata - ;literary
1973_Jastrun-Mieczyslaw_Tolle;„Tolle, lege!”;Mieczysław Jastrun;1973;1973;Eseje: Historia Fausta, Mit śródziemnomorski, Wolność wyboru https://polona.pl/item/eseje,MTMzMjI0OTQ4/6/#info:metadata - ;literary
1973_Jastrun-Mieczyslaw_Walka-z-aniolem;Walka z Aniołem;Mieczysław Jastrun;1973;1973;Eseje: Historia Fausta, Mit śródziemnomorski, Wolność wyboru https://polona.pl/item/eseje,MTMzMjI0OTQ4/6/#info:metadata - ;literary
1973_Jastrun-Mieczyslaw_Rozdzial-o-czasie;Rozdział o czasie;Mieczysław Jastrun;1973;1973;Eseje: Historia Fausta, Mit śródziemnomorski, Wolność wyboru https://polona.pl/item/eseje,MTMzMjI0OTQ4/6/#info:metadata - ;literary
39_1_1970_Przybylski_Zycie-i-piekno;Życie i piękno;Przybylski, Ryszard;1970;1970;Być (albo nie być) środkowoeuropejczykiem;literary
39_2_1970_Przybylski_Zycie-i-sztuka;Życie i sztuka;Przybylski, Ryszard;1970;1970;Być (albo nie być) środkowoeuropejczykiem;literary
39_3_1970_Przybylski_Ogrod;Ogród życia;Przybylski, Ryszard;1970;1970;Być (albo nie być) środkowoeuropejczykiem;literary
39_4_1970_Przybylski_Esencja;Esencja człowieka;Przybylski, Ryszard;1970;1970;Być (albo nie być) środkowoeuropejczykiem;literary
39_5_1970_Przybylski_Eros;Eros i Tanatos;Przybylski, Ryszard;1970;1970;Być (albo nie być) środkowoeuropejczykiem;literary
39_6_1970_Przybylski_Czlowiek;Człowiek i historia;Przybylski, Ryszard;1970;1970;Być (albo nie być) środkowoeuropejczykiem;literary
39_7_1970_Przybylski_Tragedia-swietosci;Tragedia świętości;Przybylski, Ryszard;1970;1970;Być (albo nie być) środkowoeuropejczykiem;literary
39_8_1970_Przybylski_Tragedia-kultury;Tragedia kultury;Przybylski, Ryszard;1970;1970;Być (albo nie być) środkowoeuropejczykiem;literary
1973_Herbert-Zbigniew_Labirynt;Labirynt nad morzem;Zbigniew Herbert;2000;1973;Labirynt nad morzem https://polona.pl/item/labirynt-nad-morzem,MTMwNDEzNjQ3/2/#info:metadata;literary
1973_Herbert-Zbigniew_Duszyczka;Duszyczka;Zbigniew Herbert;2000;1973;Labirynt nad morzem https://polona.pl/item/labirynt-nad-morzem,MTMwNDEzNjQ3/2/#info:metadata;literary
1972_Herbert-Zbigniew_Sprawa-Samos;Sprawa Samos;Zbigniew Herbert;2000;1972;Labirynt nad morzem https://polona.pl/item/labirynt-nad-morzem,MTMwNDEzNjQ3/2/#info:metadata;literary
1970_Lem-Stanislaw_Fantastyka;Fantastyka i futurologia;Stanisław Lem;1996;1970;;literary
1972_Kijowski-Andrzej_Rewolucje;Rewolucje i literatura;Andrzej Kijowski;2021;1972;Listopadowy wieczór https://wolnelektury.pl/katalog/lektura/kijowski-listopadowy-wieczor/;literary
1972_Kijowski-Andrzej_Ciemnosci-romantyczne;Ciemności romantyczne;Andrzej Kijowski;2021;1972;Listopadowy wieczór https://wolnelektury.pl/katalog/lektura/kijowski-listopadowy-wieczor/;literary
1972_Kijowski-Andrzej_W-listopadowy;W listopadowy wieczór;Andrzej Kijowski;2021;1972;Listopadowy wieczór https://wolnelektury.pl/katalog/lektura/kijowski-listopadowy-wieczor/;literary
1972_Kijowski-Andrzej_Machiavelli;Machiavelli, czyli wiara w szczęśliwą gwiazdę;Andrzej Kijowski;2021;1972;Listopadowy wieczór https://wolnelektury.pl/katalog/lektura/kijowski-listopadowy-wieczor/;literary
1972_Kijowski-Andrzej_Sluchajcie;"""Słuchajcie wieszcza niemylnej przestrogi""";Andrzej Kijowski;2021;1972;Listopadowy wieczór https://wolnelektury.pl/katalog/lektura/kijowski-listopadowy-wieczor/;literary
1972_Kijowski-Andrzej_Napoleon;Napoleon z nami!;Andrzej Kijowski;2021;1972;Listopadowy wieczór https://wolnelektury.pl/katalog/lektura/kijowski-listopadowy-wieczor/;literary
1972_Kijowski-Andrzej_Podrecznik;Podręcznik wielkości;Andrzej Kijowski;2021;1972;Listopadowy wieczór https://wolnelektury.pl/katalog/lektura/kijowski-listopadowy-wieczor/;literary
1972_Kijowski-Andrzej_Antykwariusz;Antykwariusz na czele rewolucji;Andrzej Kijowski;2021;1972;Listopadowy wieczór https://wolnelektury.pl/katalog/lektura/kijowski-listopadowy-wieczor/;literary
1972_Kijowski-Andrzej_Arcydzielo;Arcydzieło, czyli dług zaciągnięty w młodości;Andrzej Kijowski;2021;1972;Listopadowy wieczór https://wolnelektury.pl/katalog/lektura/kijowski-listopadowy-wieczor/;literary
1972_Kijowski-Andrzej_Cynik;Cynik wolności;Andrzej Kijowski;2021;1972;Listopadowy wieczór https://wolnelektury.pl/katalog/lektura/kijowski-listopadowy-wieczor/;literary
1972_Kijowski-Andrzej_Zmilowania;Zmiłowania, zmiłowania dla chłopca;Andrzej Kijowski;2021;1972;Listopadowy wieczór https://wolnelektury.pl/katalog/lektura/kijowski-listopadowy-wieczor/;literary
1970_Kott-Jan_Tragedia;Tragedia grecka i absurd;Jan Kott;2017;1970;Polski esej literacki. Antologia;literary
1973_Grzeniewski-Ludwik_Archipelag;Archipelag gaf;Ludwik Bohdan Grzeniewski;2017;1973;Polski esej literacki. Antologia;literary
1979_Hertz-Pawel_Zrodlo;Źródło Vaucluse'y;Paweł Hertz;2017;1974;Polski esej literacki. Antologia;literary
1976_Brandys-Marian_Koniec-swiata;Koniec świata szwoleżerów [fragment];Marian Brandys;2017;1976;Polski esej literacki. Antologia;literary
1976_Iwaszkiewicz-Jaroslaw_Puszkin;Puszkin;Jarosław Iwaszkiewicz;2017;1976;Polski esej literacki. Antologia;literary
1973_Burek-Tomasz_Powiesc-utajona;Powieść utajona;Tomasz Burek;2003;1973;Heck;literary
1977_Milosz-Czeslaw_Ziemia-Ulro-fragm;Ziemia Ulro (fragment);Czesław Miłosz;2003;1977;Heck;literary
1974_Milosz-Czeslaw_Piasek-w-Klepsydrze;Piasek w klepsydrze;Czesław Miłosz;2000;1974;Eseje, wybór i posłowie M. Zaleski;literary
1972_Milosz-Czeslaw_Dykcyonarz;Dykcyonarz wileńskich ulic;Czesław Miłosz;2000;1972;Eseje, wybór i posłowie M. Zaleski;literary
1974_Milosz-Czeslaw_Rzeczywistosc;Rzeczywistość;Czesław Miłosz;2000;1974;Eseje, wybór i posłowie M. Zaleski;literary
1979_Milosz-Czeslaw_Niemoralnosc-sztuki;Niemoralność sztuki;Czesław Miłosz;2000;1979;Eseje, wybór i posłowie M. Zaleski;literary
1974_Milosz-Czeslaw_Saligia;Saligia;Czesław Miłosz;2000;1974;Eseje, wybór i posłowie M. Zaleski;literary
1970_Baranczak-Stanislaw_Pare-przypuszczen;Parę przypuszczeń na temat poezji współczesnej;Stanisław Barańczak;1996;1970;Poezja i duch. Uogólnienia;literary
1973_Baranczak-Stanislaw_Mdlosci;Mdłości z powodu koparki. O powieści „neoprodukcyjnej”;Stanisław Barańczak;1996;1973;Poezja i duch. Uogólnienia;literary
1971_Baranczak-Stanislaw_Dziewczynki-wreczajace;Dziewczynki wręczające kwiat;Stanisław Barańczak;1996;1971;Poezja i duch. Uogólnienia;literary
1971_Baranczak-Stanislaw_Neony-polskie;Neony polskie;Stanisław Barańczak;1996;1971;Poezja i duch. Uogólnienia;literary
1971_Baranczak-Stanislaw_Dzen-ku-je;„Dżen-ku-je bar-zo”;Stanisław Barańczak;1996;1971;Poezja i duch. Uogólnienia;literary
1972_Baranczak-Stanislaw_Interpunkcja;Interpunkcja dziennikarska;Stanisław Barańczak;1996;1972;Poezja i duch. Uogólnienia;literary
1972_Baranczak-Stanislaw_Seriale;Seriale;Stanisław Barańczak;1996;1972;Poezja i duch. Uogólnienia;literary
1972_Baranczak-Stanislaw_Znaki-zlozone;Znaki złożone z ludzi;Stanisław Barańczak;1996;1972;Poezja i duch. Uogólnienia;literary
1974_Baranczak-Stanislaw_Notatki;Notatki na marginesach Bonhoeffera.;Stanisław Barańczak;1996;1974;Poezja i duch. Uogólnienia;literary
1975_Baranczak-Stanislaw_Prosze-pokazac;Proszę pokazać język;Stanisław Barańczak;1996;1975;Poezja i duch. Uogólnienia;literary
1975_Baranczak-Stanislaw_Zmieniony-glos;Zmieniony głos Settembriniego;Stanisław Barańczak;1996;1975;Poezja i duch. Uogólnienia;literary
1977_Baranczak-Stanislaw_De-profundis;De profundis alla polacca;Stanisław Barańczak;1996;1977;Poezja i duch. Uogólnienia;literary
1977_Baranczak-Stanislaw_Dlaczego-Zapis;Dlaczego „Zapis”;Stanisław Barańczak;1996;1977;Poezja i duch. Uogólnienia;literary
1975_Szczepanski-Jan_Przed-nieznanym;Przed nieznanym trybunałem;Jan Józef Szczepański;1975;1975;;literary
1980_Lubienski-Tomasz_Krol-i-naczelnik;Król i Naczelnik;Tomasz Łubieński;1980;1980;Bić się czy nie bić?: o polskich powstaniach https://polona.pl/item/bic-sie-czy-nie-bic-o-polskich-powstaniach,MTIzMzYzNTU4/17/#info:metadata;literary
1980_Lubienski-Tomasz_Generalowie;Generałowie i podchorążowie;Tomasz Łubieński;1980;1980;Bić się czy nie bić?: o polskich powstaniach https://polona.pl/item/bic-sie-czy-nie-bic-o-polskich-powstaniach,MTIzMzYzNTU4/17/#info:metadata;literary
1980_Lubienski-Tomasz_Dom-i-pol-swiata;Dom i pół świata;Tomasz Łubieński;1980;1980;Bić się czy nie bić?: o polskich powstaniach https://polona.pl/item/bic-sie-czy-nie-bic-o-polskich-powstaniach,MTIzMzYzNTU4/17/#info:metadata;literary
1980_Lubienski-Tomasz_Bez-barwy-i-broni;Bez barwy i broni;Tomasz Łubieński;1980;1980;Bić się czy nie bić?: o polskich powstaniach https://polona.pl/item/bic-sie-czy-nie-bic-o-polskich-powstaniach,MTIzMzYzNTU4/17/#info:metadata;literary
1981_Milosz-Czeslaw_O-skutkach-nauk;O skutkach nauk przyrodniczych;Czesław Miłosz;1981;1981;https://biblioteka.teatrnn.pl/dlibra/publication/31906/edition/31553/content;literary
1985_Duzyk-Jozef_Lato-na-Lagunie;Lato na Lagunie Weneckiej;Józef Dużyk;2017;1985;Polski esej literacki. Antologia;literary
1986_Szymborska-Wislawa_Michel-de-Montaigne;"Michel de Montaigne ""Próby""";Wisława Szymborska;2017;1986;Polski esej literacki. Antologia;literary
1989_Karpinski-Wojciech_Nietzsche;Nietzsche - narodziny Dionizosa;Wojciech Karpiński;2017;1989;Polski esej literacki. Antologia;literary
1983_Vincenz-Stanislaw_Koniec-swiata;Koniec świata;Stanisław Vincenz;2003;1983;Heck;literary
1980_Milosz-Czeslaw_Prywatne-obowiazki;Piywatne obowiązki wobec polskiej literatury (fragmenty);Czesław Miłosz;2003;1980;Heck;literary
1982_Szczepanski-Jan-Jozef_Maskarada;Maskarada na Oxford Street;Jan Józef Szczepański;2003;1982;Heck;literary
1986_Kijowski-Andrzej_Zamyslenia;Zamyślenia nad naszą godziną;Andrzej Kijowski;2003;1986;Heck;literary
1984_Herling-Grudzinski_Dziennik-pisany-fragm;Fragment Dziennika pisanego nocą (1980-1983) ;Gustaw Herling-Grudziński;2003;1984;Heck;literary
1985_Mrozek-Slawomir_Jaworzno;Jaworzno;Sławomir Mrożek;2003;1985;Heck;literary
1981_Bienkowska-Ewa_Literatura-jako-duchowa;Literatura jako duchowa forma źycia;Ewa Bieńkowska;2003;1981;Heck;literary
1986_Wat-Aleksander_Dziennik-bez-samoglosek-fragm;Fragment Dziennika bez samogłosek;Aleksander Wat;2003;1986;Heck;literary
1986_Zagajewski-Adam_1983;1983;Adam Zagajewski;2003;1986;Heck;literary
1988_Dobosz-Andrzej_O-slownikach-biograficznych;O slownikach biograficznych;Andrzej Dobosz;2003;1989;Heck;literary
1984_Milosz-Czeslaw_Szlachetnosc;Szlachetność, niestety;Czesław Miłosz;2000;1984;Eseje, wybór i posłowie M. Zaleski;literary
1980_Milosz-Czeslaw_O-niewiedzy;O niewiedzy, wyuczonej i literackiej;Czesław Miłosz;2000;1980;Eseje, wybór i posłowie M. Zaleski;literary
1981_Milosz-Czeslaw_Wyklad-noblowski;Wykład noblowski;Czesław Miłosz;2000;1981;Eseje, wybór i posłowie M. Zaleski;literary
1983_Milosz-Czeslaw_Dostojewski;Dostojewski i Sartre;Czesław Miłosz;2000;1983;Eseje, wybór i posłowie M. Zaleski;literary
1988_Milosz-Czeslaw_O-Josifie-Brodskim;O Josifie Brodskim;Czesław Miłosz;2000;1988;Eseje, wybór i posłowie M. Zaleski;literary
1989_Milosz-Czeslaw_Z-poezja-polska;Z poezją polską przeciw światu;Czesław Miłosz;2000;1989;Eseje, wybór i posłowie M. Zaleski;literary
1981_Baranczak-Stanislaw_Cztery-czerwce;Cztery czerwce;Stanisław Barańczak;1996;1981;Poezja i duch. Uogólnienia;literary
1982_Baranczak-Stanislaw_Kto-jest-dysydentem;Kto jest dysydentem;Stanisław Barańczak;1996;1982;Poezja i duch. Uogólnienia;literary
1989_Baranczak-Stanislaw_O-pisaniu-w-obcym;O pisaniu w obcym języku;Stanisław Barańczak;1996;1989;Poezja i duch. Uogólnienia;literary
1989_Baranczak-Stanislaw_O-pisaniu-wierszy;O pisaniu wierszy.;Stanisław Barańczak;1996;1989;Poezja i duch. Uogólnienia;literary
1984_Kolakowski-Leszek_Jaspers;Jaspers. Wiara filozoficzna wobec objawienia;Leszek Kołakowski;2009;1984; Czy Pan Bóg jest szczęśliwy i inne pytania  https://docer.pl/doc/18xecx;scientific
1989_Kolakowski-Leszek_Komentarz;Komentarz do komenatzra Heideggera do domniemanego komentarza Nietzschego do komentarza Hegla o potędze negatywności;Leszek Kołakowski;2009;1989; Czy Pan Bóg jest szczęśliwy i inne pytania  https://docer.pl/doc/18xecx;scientific
1984_Kolakowski-Leszek_Fabula-mundi;Fabula mundi i nos Kleopatry;Leszek Kołakowski;2003;1984;Heck;scientific
1984_Skarga-Barbara_Emmanuel;Emmanuel Levinas: kultura immanencji;Barbara Skarga;1997;1984;Tożsamość i różnica. Eseje metafizyczne https://chomikuj.pl/rutkowska-j/EBooki/PARANAUKA/To*c5*bcsamo*c5*9b*c4*87+i+r*c3*b3*c5*bcnica+Eseje+metafizyczne,5215578899.txt;scientific
1986_Tatarkiewicz-Wladyslaw_Skupienie;Skupienie i marzenie;Władysław Tatarkiewicz;2003;1986;Heck;scientific
1987_Skarga-Barbara_Czas-i-inne;"""Czas i inne""";Barbara Skarga;1997;1987;Tożsamość i różnica. Eseje metafizyczne https://chomikuj.pl/rutkowska-j/EBooki/PARANAUKA/To*c5*bcsamo*c5*9b*c4*87+i+r*c3*b3*c5*bcnica+Eseje+metafizyczne,5215578899.txt;scientific
1989_Kolakowski-Leszek_Kaplan;Kapłan i błazen;Leszek Kołakowski;2003;1989;Heck;scientific
1989_Strzelecki-Jan_Proby-swiadectwa-fragm;Próby świadectwa (fragmenty);Jan Strzelecki;2003;1989;Heck;scientific
1989_Legutko-Ryszard_Mysli-o-niemysleniu;Myśli o niemyśleniu;Ryszard Legutko;2003;1989;Heck;scientific
1990_Szymutko-Stefan_Bycie-humanista;Bycie humanistą. O artykułach Janusza Sławińskiego w „Tekstach” (1972–1981);Stefan Szymutko;2013;1990;Po co literatura jeszcze jest?  Pisma rozproszone   https://www.sbc.org.pl/dlibra/show-content/publication/edition/374345?id=374353;scientific
1991_Kolakowski-Leszek_Krotka-rozprawa;Krótka rozprawa o teokracji;Leszek Kołakowski;2009;1991; Czy Pan Bóg jest szczęśliwy i inne pytania  https://docer.pl/doc/18xecx;scientific
1991_Szymutko-Stefan_Wokol-tekstow;Wokół Tekstów i tekstów Janusza Sławińskiego;Stefan Szymutko;2013;1991;Po co literatura jeszcze jest?  Pisma rozproszone   https://www.sbc.org.pl/dlibra/show-content/publication/edition/374345?id=374354;scientific
1992_Kepinski-Antoni_Urazy;Urazy psychiczne;Antoni Kępiński;1992;1992;Rytm życia;scientific
1990_Skarga-Barbara_Filozofia-i-gwalt;Filozofia i gwałt;Barbara Skarga;1997;1990;Tożsamość i różnica. Eseje metafizyczne https://chomikuj.pl/rutkowska-j/EBooki/PARANAUKA/To*c5*bcsamo*c5*9b*c4*87+i+r*c3*b3*c5*bcnica+Eseje+metafizyczne,5215578899.txt;scientific
1992_Sadurski-Wojciech_Aborcja;Aborcja: wolny wybór czy morderstwo;Wojciech Sadurski;1992;1992;Racje liberała : Eseje o państwie liberalno-demokratycznym https://polona.pl/item/racje-liberala-eseje-o-panstwie-liberalno-demokratycznym,MTQyMTI5OTQ1/7/#info:metadata;scientific
